gfz2012veem|2012-10-28T03:04:09|52.59|-132.19|17|||||Mw|7.7|geofon|
gfz2012uatk|2012-10-12T00:31:29|-4.95|133.85|21|||||Mw|6.6|geofon|
gfz2012twer|2012-10-09T12:32:05|-61.04|154.36|14|||||Mw|6.6|geofon|
gfz2012rmfw|2012-09-05T14:42:09|10.23|-85.34|34|||||Mw|7.6|geofon|
gfz2012rcyo|2012-08-31T12:47:36|10.79|126.80|36|||||Mw|7.5|geofon|
gfz2012rbex|2012-08-30T13:43:25|71.58|-10.73|20|||||Mw|6.7|geofon|
gfz2012qvak|2012-08-27T04:37:17|12.21|-88.65|15|||||Mw|7.3|geofon|
gfz2012otjw|2012-07-28T20:04:01|-4.70|153.03|67|||||Mw|6.5|geofon|
gfz2012ooqd|2012-07-26T05:33:34|-17.61|66.28|15|||||Mw|6.6|geofon|
gfz2012huxj|2012-04-21T01:16:53|-1.71|134.34|14|||||Mw|6.6|geofon|
gfz2012hnul|2012-04-17T03:50:14|-32.68|-71.57|32|||||Mw|6.7|geofon|
gfz2012hexs|2012-04-12T07:15:49|28.81|-113.26|10|||||Mw|7.0|geofon|
gfz2012hehe|2012-04-11T22:55:10|18.24|-102.87|27|||||Mw|6.6|geofon|
gfz2012hdja|2012-04-11T10:43:09|0.63|92.58|30|||||Mw|8.2|geofon|
gfz2012hdex|2012-04-11T08:38:34|2.25|92.97|16|||||Mw|8.6|geofon|
gfz2012fzfa|2012-03-25T22:37:04|-35.26|-72.16|25|||||Mw|7.1|geofon|
gfz2012fpsm|2012-03-20T18:02:49|16.74|-98.15|20|||||Mw|7.3|geofon|
gfz2012febv|2012-03-14T09:08:35|40.98|144.96|10|||||Mw|6.9|geofon|
gfz2012euuk|2012-03-09T07:09:51|-19.09|169.63|10|||||Mw|6.7|geofon|
gfz2012ekfp|2012-03-03T12:19:58|-22.17|170.32|28|||||Mw|6.6|geofon|
gfz2012dyuq|2012-02-26T06:17:19|51.68|96.09|10|||||Mw|6.5|geofon|
gfz2012cobr|2012-02-06T03:49:14|10.10|123.23|11|||||Mw|6.7|geofon|
gfz2012chmz|2012-02-02T13:34:39|-17.74|167.21|19|||||Mw|7.0|geofon|
gfz2012baqc|2012-01-15T13:40:20|-60.68|-56.32|18|||||Mw|6.5|geofon|
gfz2012arwj|2012-01-10T18:36:59|2.41|93.24|10|||||Mw|7.1|geofon|
gfz2011zixn|2011-12-27T15:21:57|51.85|95.91|10|||||Mw|6.6|geofon|
gfz2011vdoi|2011-10-28T18:54:35|-14.49|-75.98|30|||||Mw|6.9|geofon|
gfz2011utuo|2011-10-23T10:41:22|38.67|43.58|15|||||Mw|7.1|geofon|
gfz2011uqry|2011-10-21T17:57:15|-28.87|-176.16|23|||||Mw|7.3|geofon|
gfz2011shzx|2011-09-18T12:40:50|27.70|88.17|30|||||Mw|6.9|geofon|
gfz2011sewh|2011-09-16T19:26:42|40.27|142.68|27|||||Mw|6.6|geofon|
gfz2011reqk|2011-09-02T10:55:55|52.15|-171.64|33|||||Mw|6.8|geofon|
gfz2011qhlm|2011-08-20T18:19:24|-18.33|168.27|19|||||Mw|7.0|geofon|
gfz2011qhis|2011-08-20T16:55:03|-18.27|168.28|29|||||Mw|7.0|geofon|
gfz2011oxhy|2011-07-31T23:38:57|-3.52|144.78|15|||||Mw|6.6|geofon|
gfz2011njfm|2011-07-10T00:57:10|38.01|143.35|20|||||Mw|6.9|geofon|
gfz2011ndhh|2011-07-06T19:03:19|-29.37|-176.30|20|||||Mw|7.5|geofon|
gfz2011mgdu|2011-06-24T03:09:39|51.98|-171.83|53|||||Mw|7.3|geofon|
gfz2011mdxu|2011-06-22T21:50:53|40.02|142.28|30|||||Mw|6.6|geofon|
gfz2011kycl|2011-06-05T11:51:12|-55.92|147.30|11|||||Mw|6.5|geofon|
gfz2011jcjo|2011-05-10T08:55:12|-20.27|168.25|15|||||Mw|6.8|geofon|
gfz2011hbfp|2011-04-11T08:16:13|36.98|140.48|11|||||Mw|6.7|geofon|
gfz2011gukd|2011-04-07T14:32:44|38.22|141.72|50|||||Mw|7.1|geofon|
gfz2011gnng|2011-04-03T20:06:41|-9.83|107.75|24|||||Mw|6.7|geofon|
gfz2011fuuh|2011-03-24T13:55:17|20.59|99.75|15|||||Mw|6.8|geofon|
gfz2011exyp|2011-03-12T01:47:19|37.66|142.70|30|||||Mw|6.6|geofon|
gfz2011ewwo|2011-03-11T11:36:43|39.22|142.51|38|||||Mw|6.7|geofon|
gfz2011ewmi|2011-03-11T06:25:58|38.30|145.01|33|||||Mw|7.6|geofon|
gfz2011ewma|2011-03-11T06:15:57|36.41|140.34|26|||||Mw|7.8|geofon|
gfz2011ewla|2011-03-11T05:46:22|38.12|142.65|15|||||Mw|8.9|geofon|
gfz2011esoc|2011-03-09T02:45:18|38.37|142.84|18|||||Mw|7.3|geofon|
gfz2011dcqb|2011-02-14T03:40:13|-35.42|-73.09|11|||||Mw|6.6|geofon|
